id;display_order;EventID;Date_Maybe;Date_Stage;Stage_Short;季節;大約日期;地點;事件名稱;事件分類;神學主題;耶穌品格;焦點;福音中心;經文總覽;經文_太;經文_可;經文_路;經文_約;經文狀態;合參原則;年代確信度;順序確信度;資料類型;事件分類_五大精分;分類依據_研究級;教導_主題_研究級;事件分類_研究級_細分;教導_天國_二級主題;比喻_二級主題;神蹟_二級主題;事件分類_研究級_終版;示範_二級主題;智慧_二級主題;幽默_二級主題;事件分類_研究級_終極;分類_Tags;新約串珠;新約串珠_理由;新約串珠_事件級;新約串珠_事件級_結論;主題索引_研究級;舊約彌賽亞串珠;舊約經文引用_耶穌;人事時地物預表;舊約經文引用_耶穌_擴充;人事時地物預表_一級;人事時地物預表_二級;使用者痛點標籤;一句帶走的話;使用者痛點_主要;使用者痛點_次要;福音中心_微型敘事;福音中心_old
229;21;E-021;0027-03;;Beginnings;春;約 西元 27 年;猶大曠野;曠野試探;;得勝;堅毅、信靠、節制;經上已記;【曠野試探】 面對陷阱與衝突，耶穌用真理解套：祂不是贏辯論，而是把人帶向悔改與生命。;Mt 4:1-11 | Mk 1:12-13 | Lk 4:1-13;Mt 4:1-11;Mk 1:12-13;Lk 4:1-13;;經文明載;經文段落連結;高;高;事件;智慧>辯論/回答挑戰;;;;;;;;;拆解陷阱;;;;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25｜共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;理由：①本事件聚焦門徒被呼召/被塑造/被差遣；②書信談「建造成長、彼此成全、傳承真道」；③共同信息：門徒訓練是群體工程，不是單兵信仰。;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25;共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;天國門徒生活（綜合）;;申 8:3；申 6:16；申 6:13;出 16-17；申 8;申 8:3；申 6:16；申 6:13;事件/物件;嗎哪/生命之糧;焦慮／恐懼;祂不只贏辯論，祂救人出來。（E-021）;焦慮／恐懼;身份困惑;【曠野試探】 面對陷阱與衝突，耶穌用真理解套：祂不是贏辯論，而是把人帶向悔改與生命。;在試探與考驗中，耶穌替我們承受並得勝，顯明拯救不是教人更強，而是有人已為軟弱者打贏那場戰。
230;22;E-022;0027-03;;Beginnings;春;約 西元 27 年;約旦河外;施洗約翰的見證;;見證;榮耀、真理、恩典;神的羔羊;【施洗約翰的見證】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 1:19-34;;;;Jn 1:19-34;經文明載;福音書順序;低;中;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6｜共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;理由：①本事件面對恐懼/疑惑，邀請轉向信靠；②書信以「把憂慮交託、坦然無懼來到施恩座前」呼應；③共同信息：信心是在風浪裡抓住神的同在與應許。;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6;共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-022）;身份困惑;匱乏／無力;【施洗約翰的見證】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
231;23;E-023;0027-03;;Beginnings;春;約 西元 27 年;猶大地區;初次呼召門徒;;跟隨;耐心、洞察、權柄;我們遇見彌賽亞;【初次呼召門徒】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 1:35-42;;;;Jn 1:35-42;經文明載;福音書順序;低;中;事件;教導>命令/門訓;;天國/福音;;天國綜合;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;弗 4:11-16；提後 2:1-2；彼前 4:10-11;共同點：耶穌塑造並差遣門徒；書信將其制度化為教會建造、恩賜服事與代代傳承真道。;天國門徒生活（綜合）;;;;;;;關係破裂／孤單;你以為沒人懂，祂懂。（E-023）;關係破裂／孤單;身份困惑;【初次呼召門徒】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;差遣不是在救火，因為耶穌已先完成工作；我們只要跟上祂已啟動的國度，不用替祂補缺。
232;24;E-024;0027-04;;Beginnings;春;約 西元 27 年;往加利利路上;呼召腓力與拿但業;;全知;耐心、洞察、權柄;看見更大的事;【呼召腓力與拿但業】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 1:43-51;;;;Jn 1:43-51;經文明載;地理關聯;低;中;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6｜共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;理由：①本事件面對恐懼/疑惑，邀請轉向信靠；②書信以「把憂慮交託、坦然無懼來到施恩座前」呼應；③共同信息：信心是在風浪裡抓住神的同在與應許。;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6;共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;天國門徒生活（綜合）;;;創 28:12;;人物;雅各天梯/真以色列;身份困惑;你還沒開口，祂已先靠近你。（E-024）;身份困惑;匱乏／無力;【呼召腓力與拿但業】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是白白的愛聚集。
233;25;E-025;0027-04;;Beginnings;夏;約 西元 27 年;迦拿;迦拿變水為酒;;轉化;同理、耐心、智慧;榮耀初顯;喜樂用盡的尷尬時刻，耶穌把水變上好的酒：恩典不只補破口，還給你新的喜樂。;Jn 2:1-12;;;;Jn 2:1-12;經文明載;地理關聯;低;中;事件;神蹟>介入自然/超自然記號;;;;;;供應/增益;;;;;;;腓 4:19；林後 9:8；來 13:5-6；雅 1:17；彼前 5:7｜共同點：供應的神在書信中被宣告為可信靠的父；信徒學習在缺乏中仍敬拜與慷慨。;理由：①本事件顯明神在缺乏中的供應；②書信宣告神能充足供應、使人有餘分享；③共同信息：供應帶出敬拜與慷慨，讓人學會倚靠父。;雅 1:17；林後 9:8；約壹 1:1-3;共同點：耶穌以『新酒』預告新約豐盛；書信宣告一切美善源於父，並把恩典落到可分享的喜樂與團契。;神國能力／記號;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;喜樂用盡時，祂把水變成新的酒。;身份困惑;匱乏／無力;喜樂用盡的尷尬時刻，耶穌把水變上好的酒：恩典不只補破口，還給你新的喜樂。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
234;26;E-026;0027-04;;Beginnings;夏;約 西元 27 年;耶路撒冷;潔淨聖殿(約翰記載);;聖潔;信實、謙卑、恩典;約2與對觀末週潔殿是否同一事件(兩路線並存);敬拜被交易邏輯佔滿，耶穌翻桌：祂不只是修理宗教，而是把你帶回『為神而活』的純粹。（E-026）;Jn 2:13-25;;;;Jn 2:13-25;經文明載;學術共識 (兩路線並存);中;中;事件;教導>教導;;律法/義/潔淨與傳統;;;;;;;;;;;羅 14:1-4, 17-19；加 3:23-29；西 2:16-23；來 8:6-13；雅 2:8-13｜共同點：書信延續耶穌對律法與潔淨的重心：外在規條不能救人，福音把人帶進愛與憐憫的真義。;理由：①本事件揭示「外在規條不足以成義」；②書信同樣反對靠律法稱義，指出真義是愛與憐憫；③共同信息：福音不是廢掉聖潔，而是把人帶回律法的心意。;雅 5:14-16；來 4:16；林後 1:3-4;共同點：耶穌憐憫醫治；書信鼓勵在病痛中彼此代求、坦然到施恩座，並以神的安慰扶持受苦者。;天國門徒生活（綜合）;"【T】[彌賽亞預言] 創 12:3; 賽 9:6-7";;王上 8:27-30；結 47:1-12;詩 69:9；耶 7:11；賽 56:7;制度/職分;真聖殿/真牧者;控制／權力壓力;祂翻桌不是失控，是把你帶回純粹。（E-026）;控制／權力壓力;身份困惑;敬拜被交易邏輯佔滿，耶穌翻桌：祂不只是修理宗教，而是把你帶回『為神而活』的純粹。（E-026）;耶穌在人的時間裡成長，顯明救恩不是跳過人性，而是拯救並重塑人性；我們不必假裝完美，因為祂已進入並更新我們的真實。
235;27;E-027;0027-05;;Galilee · Launch;夏;約 西元 27 年;耶路撒冷;尼哥底母夜訪;;重生;同理、耐心、智慧;神愛世人;【尼哥底母夜訪】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 3:1-21;;;;Jn 3:1-21;經文明載;福音書順序;低;中;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;民 21:4-9;;事件;銅蛇被舉起/十字架預表;身份困惑;你還沒開口，祂已先靠近你。（E-027）;身份困惑;匱乏／無力;【尼哥底母夜訪】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
236;28;E-028;0027-06;;Galilee · Launch;夏;約 西元 27 年;猶大/比利亞;施洗約翰最後的見證;;興替;同理、耐心、智慧;他必興旺;【施洗約翰最後的見證】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 3:22-36;;;;Jn 3:22-36;經文明載;福音書順序;中;高;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-028）;身份困惑;匱乏／無力;【施洗約翰最後的見證】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
237;29;E-029;0027-07;;Galilee · Launch;夏;約 西元 27 年;敘加;撒馬利亞婦人;;敬拜;敬畏、喜樂、信靠;活水;【撒馬利亞婦人】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 4:1-42;;;;Jn 4:1-42;經文明載;地理關聯;低;中;事件;教導>命令/門訓;;禱告/聖靈/敬拜;;;;;;;;;;;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27｜共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;理由：①本事件把人帶進「與父相交」的禱告生活；②書信教導在患難中禱告、聖靈幫助軟弱；③共同信息：禱告不是技巧，而是把焦慮交託、在靈裡得能力。;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27;共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;天國門徒生活（綜合）;;;出 17:6；賽 55:1;;物件/地點;活水/救恩泉源;羞恥／罪咎;你想躲，祂反而走近你。（E-029）;羞恥／罪咎;身份困惑;【撒馬利亞婦人】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;神選擇以卑微進入歷史，顛覆人以權力與資源換安全感的邏輯；救恩從一開始就宣告：神靠近人的方式是同在，不是命令。
238;30;E-030;0027-08;;Galilee · Launch;夏;約 西元 27 年;迦拿;醫治大臣之子;;信心;憐憫、權柄、溫柔;話語權柄;【醫治大臣之子】 在破碎處境裡，耶穌先介入再說教：神國的愛是具體的醫治與恢復，叫你重新有盼望。;Jn 4:43-54;;;;Jn 4:43-54;經文明載;地理關聯;低;中;事件;神蹟>醫治;;;;;;神蹟綜合;;;;;;;雅 5:14-16；來 2:3-4；林前 12:4-11；加 3:5；羅 15:18-19｜共同點：神蹟不是表演，而是神國臨到的記號；書信把醫治與恩賜放回『建造與見證』的目的。;理由：①本事件是「神國臨到的記號」：醫治/能力顯明；②書信談恩賜與醫治是為建造教會與見證福音；③共同信息：神蹟指向神的憐憫與國度，不是表演。;雅 5:14-16；來 4:16；林後 1:3-4;共同點：耶穌憐憫醫治；書信鼓勵在病痛中彼此代求、坦然到施恩座，並以神的安慰扶持受苦者。;神國能力／記號;"【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5";;利 14；賽 35:5-6;;制度;潔淨禮/成全潔淨;身份困惑;祂先介入你的現場，再重寫你的信心。（E-030）;身份困惑;匱乏／無力;【醫治大臣之子】 在破碎處境裡，耶穌先介入再說教：神國的愛是具體的醫治與恢復，叫你重新有盼望。;在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。
239;31;E-031;0027-09;;Galilee · Launch;夏;約 西元 28 年;拿撒勒會堂;拿撒勒遭拒;;先知被棄;信實、謙卑、恩典;可能與Mk6平行(是否同一事件有爭議);【拿撒勒遭拒】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Lk 4:14-30;;;Lk 4:14-30;;經文明載;學術共識 (兩路線並存);中;高;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 賽 9:6-7";賽 61:1-2；賽 58:6;利 25;賽 61:1-2；賽 58:6;節期/制度;禧年/釋放與自由;身份困惑;你還沒開口，祂已先靠近你。（E-031）;身份困惑;匱乏／無力;【拿撒勒遭拒】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;耶穌在人的時間裡成長，顯明救恩不是跳過人性，而是拯救並重塑人性；我們不必假裝完美，因為祂已進入並更新我們的真實。
240;32;E-032;0027-10;;Galilee · Launch;夏;約 西元 28 年;迦百農;遷居迦百農;;應驗;同理、耐心、智慧;大光;【遷居迦百農】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 4:13-17 | Lk 4:31-32;Mt 4:13-17, Mt 4:12;Mk 1:14-15;Lk 4:31-32;;經文明載;地理關聯;中;高;事件;教導>教導;;天國/福音;;天國綜合;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12;共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-032）;身份困惑;匱乏／無力;【遷居迦百農】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
